customer_id	date	customer_gender	customer_age	customer_location	customer_type	has_cc	has_mortgage	convenience	customer_service	online_banking	interest_rates	fees_charges	community_involvement	products_services	privacy_security	reputation	satisfied
198238	2021-08-15	Not specified	62.0	Connacht	Personal	True	False	1.0	5.0	4.0	3.0	4.0	1.0	4.0	4.0		False
167046	2021-06-29	Female	72.0	Munster	Business	True	False	2.0	5.0	5.0	4.0	5.0	1.0	4.0		4.0	True
59094	2021-02-07	Female	27.0	Munster	Business-Plus	True	False	5.0	4.0	5.0		5.0	2.0	1.0	4.0	5.0	True
96862	2021-02-02	Male		Leinster	Business	True	False	4.0	4.0	5.0	5.0	2.0	2.0	2.0	2.0	3.0	True
334475	2022-08-05	f	29.0	Leinster	Personal	True	False	3.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0		False
110386	2021-03-06	Male	29.0	Leinster	Business	True	False	3.0	1.0	4.0	5.0	5.0	3.0	4.0	1.0	5.0	True
82997	2021-10-25	Male	41.0	Leinster	Business	False	False	3.0	4.0	1.0	1.0	3.0	4.0	3.0	3.0	3.0	False
142069	2022-04-04	Male	24.0	Leinster	Personal	True	True	2.0	2.0	1.0	4.0	5.0	4.0	5.0	4.0	5.0	False
8890	2022-03-22	m	49.0	Leinster	Business	False	False	3.0	3.0	4.0	5.0	1.0		3.0	1.0	3.0	True
219799	2021-05-21	Female	67.0	Leinster	Personal	True	True	2.0	2.0	2.0	4.0	2.0	3.0	2.0	5.0	2.0	False
287302	2022-05-22	Not specified	73.0	Leinster	Personal	True	True	3.0	3.0	3.0	4.0	5.0	5.0	4.0		5.0	False
117503	2021-07-17	Male	57.0	Leinster	Business	True	False	2.0	1.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	True
350399	2021-01-10	Male		Leinster	Business	True	False	1.0	2.0	4.0	4.0	4.0	2.0	4.0	4.0		True
83205	2021-12-10	Female		Connacht	Business	True	False	1.0	1.0	1.0	5.0	2.0	5.0	4.0	4.0	5.0	False
385229	2022-12-20	Female	37.0		Personal	True	False	3.0	3.0	3.0	5.0	4.0	3.0	4.0	3.0	5.0	False
49242	2022-09-05	Unspecified		Leinster	Personal	True	False	2.0	3.0	2.0	2.0		1.0	4.0	4.0	2.0	False
291572	2021-10-22	Female	54.0	Leinster	Business	True	False	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	5.0	True
267073	2022-11-09	Not specified	29.0	Leinster	Personal	True	False	4.0	2.0	3.0	3.0	4.0	2.0			4.0	True
164681	2021-06-26	Male	54.0	Leinster	Personal	False	False	2.0	3.0	2.0	2.0	2.0	1.0	4.0	4.0	2.0	False
127777	2021-11-15			Leinster	Business	False	False	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	False
217108	2022-09-26	Female	34.0	Munster	Business	True	False	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	False
232282	2022-06-29	m	78.0	Munster	Personal	True	True	2.0	3.0	5.0	2.0	2.0	2.0	2.0	2.0	5.0	False
38118	2021-09-06	Female	31.0	Leinster	Business	True	False	1.0	1.0	4.0	4.0	4.0	1.0	4.0	4.0	4.0	True
340384	2022-04-17	Male	52.0	Connacht	Business	True	False	3.0	3.0	3.0	2.0	2.0	3.0	4.0	5.0	3.0	False
166320	2021-04-05	Female	45.0	Leinster	Personal	True	True	1.0	1.0	1.0	3.0	1.0	3.0	3.0	3.0	1.0	False
203959	2022-10-31	Female	57.0	Leinster	Business	True	False	2.0	5.0	2.0	1.0	2.0		2.0	2.0	1.0	False
36490	2021-11-22		59.0		Personal	False	False	4.0	2.0	4.0	4.0	4.0		5.0	1.0	4.0	True
174005	2021-12-11	Male	53.0	Connacht	Business	True	False	2.0	2.0	5.0	3.0	4.0	4.0	4.0	4.0	1.0	True
369049	2022-12-02	f	51.0	Leinster	Business	True	True	2.0	2.0	2.0	1.0	2.0	4.0	3.0	1.0	2.0	False
88692	2021-02-22	Male	56.0	Munster	Personal	False	False	4.0	3.0	4.0	4.0	4.0	5.0	2.0	3.0		True
265179	2021-02-14	Male	19.0	Munster	Personal	True	True	5.0	5.0	5.0		1.0	4.0	3.0	4.0	4.0	True
18245	2021-10-12	m		Leinster	Business	True	False	3.0	3.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	True
296408	2021-06-30	Female		Leinster	Business	True	False	3.0	3.0	1.0	5.0	4.0	2.0	4.0	4.0	5.0	True
368309	2021-08-09	Male	39.0	Leinster	Business-Plus	True	False	4.0	4.0	2.0	4.0	4.0	1.0	2.0	3.0	4.0	True
279320	2021-11-27	Male	75.0	Munster	Personal	False	True	3.0	2.0	4.0	4.0	1.0	1.0	4.0	1.0	3.0	True
84570	2022-12-17	Male	61.0	Leinster	Business	True	False	3.0	3.0	4.0	5.0	4.0	4.0	2.0	2.0	4.0	True
37480	2022-07-13	Male	69.0		Personal	True	False	5.0	2.0	5.0	5.0	5.0	4.0	1.0			True
134902	2021-07-19	Female	50.0		Personal	True	True	1.0	1.0	4.0	4.0	1.0	5.0	3.0	5.0	1.0	False
381255	2022-07-29	Female		Connacht	Personal	True	True	3.0	2.0	2.0	3.0	1.0	4.0	2.0	2.0	1.0	False
150408	2022-04-22		63.0		Personal	True	False	5.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	4.0	True
161012	2021-09-13	Female	49.0		Business	False	False	4.0	2.0	1.0	4.0	4.0	4.0	3.0	4.0	4.0	True
175178	2021-02-01	Male	44.0	Munster	Business	False	False	2.0	2.0	4.0	4.0	4.0	1.0	4.0	4.0	2.0	True
208620	2022-09-07	Female	41.0	Leinster	Business	True	False	1.0	3.0	5.0	5.0	2.0	2.0	2.0	2.0		True
327228	2021-11-11	Female	34.0	Leinster	Business	True	False	3.0	2.0	4.0	4.0	4.0	3.0	5.0	5.0	4.0	True
97319	2022-06-11	Female	69.0		Personal	True	False	2.0	5.0	4.0	1.0	2.0	4.0	3.0	3.0	2.0	False
285119	2021-04-25	f	31.0	Leinster	Personal	True	True	2.0	4.0	4.0	2.0	2.0	5.0	3.0	5.0	2.0	False
143404	2021-04-19	Male	53.0	Leinster	Personal	True	True	1.0	1.0	4.0	3.0	2.0	2.0	2.0	2.0		False
30183	2022-07-26	Female	24.0	Leinster	Personal	True	False	2.0	3.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	False
215074	2022-12-13	Male	58.0	Leinster	Personal	True	True	4.0	3.0	3.0	4.0	4.0	3.0	2.0	3.0	2.0	False
56517	2022-10-19	Female	46.0	Munster	Personal	True	False	5.0	4.0	3.0	5.0	5.0	1.0	4.0	5.0	5.0	True
219653	2022-08-09	Female	63.0		Personal	True	True		3.0	3.0	1.0	2.0	1.0	3.0		2.0	False
250643	2021-02-06	Female	46.0	Ulster	Business	True	False	1.0	1.0	1.0	3.0	3.0		5.0	5.0	3.0	False
42804	2021-04-07	Not specified	23.0	Leinster	Personal	True	True	1.0	1.0	3.0	3.0	1.0	5.0		3.0		False
84654	2021-04-21	Male		Leinster	Personal	True	False	5.0	2.0	4.0	4.0	4.0		2.0	2.0		True
69809	2021-09-16	Female	37.0	Munster	Personal	True	True	2.0	2.0	2.0		2.0	5.0	4.0	1.0	2.0	False
130775	2022-05-08	Male		Ulster	Personal	True	False	2.0	1.0	2.0	3.0	4.0	4.0	2.0		4.0	False
67036	2022-03-01	Female	48.0	Leinster	Personal	False	False	4.0	4.0	4.0	3.0	2.0	4.0	1.0	4.0	3.0	False
267974	2021-10-25	Not specified		Leinster	Personal	True	True	3.0	3.0	4.0	3.0	2.0	5.0	5.0	5.0	2.0	False
42244	2021-02-18	Female	49.0	Leinster	Business	True	False	2.0	4.0	5.0	5.0	4.0	4.0	4.0	2.0		True
102296	2022-01-27	Female	64.0	Leinster	Business	True	False	3.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	4.0	True
146677	2021-08-08	Female	50.0	Ulster	Business	True	True	3.0	3.0	5.0	3.0	5.0	5.0	4.0	5.0	1.0	False
333734	2021-01-22	Female	68.0	Connacht	Personal	False	False	4.0	3.0	5.0		3.0	2.0	2.0	2.0	3.0	True
134442	2021-04-12	Female	73.0		Business-Plus	True	True	1.0	3.0	1.0	3.0	2.0	1.0	2.0		2.0	False
158949	2021-10-09	Female	67.0		Personal	True	True	4.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	3.0	False
171947	2022-09-03	Female	46.0		Personal	True	False	3.0	3.0	3.0	1.0	1.0	4.0	3.0	3.0	1.0	False
146181	2022-10-03	f	71.0	Leinster	Personal	True	True	2.0	2.0	3.0	2.0	3.0	4.0		5.0		False
162602	2022-06-13	Female	51.0	Munster	Business	False	True	1.0	1.0	4.0	4.0	4.0	4.0	5.0	4.0	1.0	False
172061	2021-09-06	Female	43.0	Munster	Personal	True	True	4.0	1.0	2.0	4.0	1.0		1.0	1.0	1.0	False
202438	2021-10-21	Female	47.0	Ulster	Business	True	False	5.0	3.0	4.0	4.0	4.0	5.0	5.0	5.0	3.0	True
18242	2021-12-22	Male	48.0		Personal	True	True	2.0	2.0	4.0	2.0	3.0	4.0	2.0	4.0	3.0	False
359490	2022-07-03	Female	52.0	Munster	Business	True	False	2.0	2.0	2.0	4.0	5.0	1.0	5.0		5.0	False
276061	2022-01-06			Munster	Business	True	False	2.0	2.0	2.0	3.0	3.0	5.0	2.0	2.0		False
60173	2022-05-17	Male	64.0	Munster	Personal	True	True	2.0	2.0	2.0	4.0	5.0		3.0	1.0	5.0	False
11796	2021-03-05	Female	57.0	Munster	Business	True	False	4.0	2.0	3.0	5.0	4.0	4.0	4.0	4.0		True
217596	2022-08-17	Male		Leinster	Business-Plus	True	False	1.0	5.0	4.0	1.0		5.0	4.0	4.0	4.0	True
247779	2022-08-12	Male		Connacht	Personal	False	True	2.0	1.0	1.0	3.0	4.0	5.0	5.0	1.0	4.0	False
345479	2022-04-18	Not specified	46.0	Connacht	Personal	True	True	3.0	3.0	3.0	2.0	1.0	4.0	4.0	4.0	1.0	False
316073	2021-11-20	Male	69.0	Connacht	Business	False	False	3.0	3.0	5.0	4.0	5.0	5.0	1.0	5.0	2.0	True
273999	2022-04-07	Female	29.0	Leinster	Business	True	False	4.0	5.0	4.0	2.0	2.0		5.0	5.0	2.0	True
319448	2021-06-14	Female	40.0	Munster	Personal	True	False	3.0	3.0	3.0	1.0	4.0	4.0	4.0	4.0	1.0	False
139428	2021-11-25	Female		Munster	Business	True	False	3.0	3.0	4.0	4.0	2.0	3.0	5.0	5.0	4.0	True
6296	2021-07-08	Male		Leinster	Business	True	False	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	True
215236	2022-03-19	Not specified			Business	True	False	3.0	5.0	4.0	4.0	5.0	4.0		5.0	3.0	True
264591	2021-09-06		35.0	Leinster	Personal	True	False	3.0	3.0	3.0	1.0	5.0	2.0	3.0	4.0	5.0	False
83510	2021-11-21	Female	32.0	Leinster	Business	True	False	4.0	4.0	4.0	4.0	4.0	3.0	4.0	5.0	4.0	True
173485	2021-11-08	Male	31.0	Leinster	Business	True	False	2.0	2.0	1.0	4.0	4.0	5.0	1.0	2.0	4.0	True
265229	2021-06-29	Female	63.0		Personal	True	True	4.0	1.0	4.0	2.0	3.0	3.0	3.0	3.0	4.0	False
206149	2022-10-03	f	73.0	Connacht	Business	True	False	3.0	3.0	3.0	2.0	5.0	5.0	4.0	4.0	5.0	False
218900	2022-05-17	Male		Munster	Business	True	False	4.0	2.0	5.0	4.0	4.0	4.0		4.0		True
21769	2022-04-09	Female		Leinster	Business-Plus	True	False	2.0	4.0	2.0	3.0	3.0	2.0	3.0	1.0	3.0	True
352838	2021-06-11	Female	30.0	Leinster	Personal	True	False	5.0	5.0	5.0	5.0	5.0	3.0	1.0	4.0	5.0	True
58431	2021-06-20	Male	41.0	Connacht	Personal	True	False	3.0	4.0	1.0	2.0	3.0	1.0	4.0		2.0	False
250988	2022-11-15	Not specified	22.0	Leinster	Business-Plus	True	False	1.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	1.0	False
289121	2022-08-21	Male	54.0	Leinster	Business	True	False	3.0	5.0	5.0	2.0	5.0	3.0	5.0	5.0	3.0	True
15473	2022-03-01	Female	42.0	Leinster	Business	True	False	3.0	4.0	5.0	4.0	3.0	5.0	5.0	5.0	3.0	True
71543	2021-08-12	m	27.0	Munster	Personal	False	True	1.0	1.0	1.0	3.0	4.0	4.0	4.0	5.0	4.0	False
48641	2022-05-05	Male	60.0	Leinster	Business	True	False	3.0	2.0	2.0	3.0	3.0	4.0	3.0	3.0	3.0	False
98025	2021-03-19	Male	39.0		Business	True	True	1.0	1.0	1.0	3.0	1.0	3.0	5.0	4.0		False
88258	2022-03-17		52.0	Connacht	Personal	True	False	3.0	4.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	False
383618	2021-07-06	Male	32.0	Munster	Business	True	True	2.0	3.0	3.0	2.0	5.0	4.0	2.0	4.0		False
108626	2021-03-27	Not specified	64.0	Leinster	Business	True	False	1.0	1.0	5.0	3.0	3.0	3.0	3.0	3.0	4.0	True
298982	2022-07-26	Female	48.0	Leinster	Business	True	False	5.0	3.0	2.0	4.0	4.0		4.0		1.0	True
201743	2022-03-30	Female			Business-Plus	False	False	3.0	3.0	3.0	1.0	3.0	1.0	4.0	3.0	3.0	False
165861	2021-05-07	Female	35.0	Munster	Business	False	False	3.0	3.0	2.0	4.0	4.0		4.0	5.0	4.0	True
95783	2021-08-15	Male	24.0	Munster	Business-Plus	True	True	4.0	1.0	4.0	2.0	1.0	4.0	5.0	1.0	3.0	False
128269	2021-05-09	m	43.0	Munster	Personal	True	False	2.0	3.0	2.0	5.0	5.0	3.0	3.0	2.0	5.0	False
271233	2021-05-27	Female	76.0	Munster	Personal	False	True	2.0	2.0	1.0	4.0	2.0	3.0	1.0	1.0	2.0	False
178722	2021-10-18	Female	32.0	Ulster	Business	True	False	5.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0	5.0	True
33163	2022-08-11	Male	44.0	Munster	Business	True	False		4.0	5.0	4.0	5.0	5.0	5.0	5.0	4.0	True
246205	2021-04-26	Female	51.0	Leinster	Business	True	False	3.0	5.0	4.0	2.0	4.0	4.0	4.0	4.0	2.0	True
346629	2021-07-08	Female	46.0	Munster	Business	True	False	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0		True
302448	2021-09-17	Not specified	59.0	Leinster	Personal	False	True	1.0	1.0	1.0	2.0	4.0	3.0	3.0	5.0	4.0	False
370168	2022-10-01	Male	23.0	Leinster	Business	True	False	2.0	2.0	3.0	3.0	1.0	2.0	3.0	3.0	3.0	True
178555	2022-03-10	Female	61.0	Leinster	Business-Plus	False	False	2.0	2.0	3.0	3.0	2.0	3.0	2.0	2.0	1.0	False
22333	2022-05-20	Male	44.0		Business-Plus	True	False	3.0	3.0	3.0	4.0	4.0	2.0	2.0	2.0	3.0	False
92982	2021-10-25	Female	63.0	Munster	Business	True	False	2.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	True
251057	2022-07-30	Male	18.0	Ulster	Personal	True	True	3.0	3.0	3.0	1.0	2.0	4.0	3.0		2.0	False
185743	2022-06-11	f	33.0	Connacht	Business	True	False	1.0	4.0	4.0	5.0	5.0	3.0		5.0	1.0	False
341987	2021-11-20	Female	26.0	Connacht	Personal	True	True	2.0	2.0	2.0	3.0	4.0	3.0	2.0	4.0	4.0	False
3677	2022-04-23	Not specified	28.0	Leinster	Personal	True	False	2.0	1.0	1.0	2.0	5.0	4.0	2.0		2.0	False
236892	2022-06-27	Male		Munster	Business-Plus	True	False	5.0	2.0	4.0	5.0	5.0	3.0	3.0	4.0	5.0	True
335146	2022-07-05	Female	52.0	Leinster	Business	True	False	1.0	1.0	5.0	4.0	5.0	5.0	5.0	5.0	3.0	True
75287	2021-09-14	Male		Connacht	Personal	True	True	1.0	2.0	2.0	1.0	4.0	3.0	3.0	3.0	4.0	False
291854	2021-06-27		36.0		Business	True	False	2.0	3.0	3.0	5.0	5.0		5.0	2.0		True
275786	2021-02-12	Male	52.0	Ulster	Business	True	False	2.0	4.0	3.0	4.0	1.0	5.0	5.0		3.0	True
314714	2022-11-17	f	48.0	Munster	Business	True	False	4.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0		True
43835	2022-04-02	Male	47.0	Leinster	Personal	True	False	4.0	1.0	4.0	4.0	4.0	3.0	2.0		4.0	True
360126	2022-09-30	f	34.0	Connacht	Personal	True	True	3.0	1.0	1.0	2.0	3.0	5.0	3.0	2.0	3.0	False
274624	2021-04-10			Leinster	Personal	False	True	4.0	4.0	1.0	3.0	5.0	5.0	5.0	1.0	1.0	True
18151	2021-03-22	Female	41.0	Leinster	Business	True	False	1.0	3.0	4.0	5.0	1.0	1.0	5.0	4.0	2.0	True
154554	2021-05-05	Female	51.0	Leinster	Business	True	True	1.0	2.0	3.0	2.0	3.0	3.0	3.0		3.0	False
376965	2021-05-21	Male	41.0	Leinster	Personal	True	True	2.0	2.0	4.0	2.0	3.0	1.0	4.0		3.0	False
12596	2021-08-29	Male	60.0	Leinster	Business-Plus	True	False	2.0	2.0	3.0	4.0	2.0		2.0	2.0	2.0	False
20835	2021-01-24	Female	60.0	Leinster	Business-Plus	True	False	1.0	5.0	1.0	1.0	1.0	3.0	1.0	3.0		False
248590	2022-09-22	Female	39.0	Munster	Business	True	False	3.0	4.0	3.0	3.0	3.0	4.0	1.0		3.0	False
1496	2021-01-09	Female	41.0	Leinster	Business	False	False	2.0	2.0	2.0	1.0	1.0		1.0	1.0	1.0	False
387645	2022-04-18	Male	40.0	Munster	Business	True	False	2.0	1.0	1.0	1.0	3.0	4.0	4.0	4.0	3.0	False
32597	2022-08-29	Female		Leinster	Personal	True	False	2.0	4.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	False
6422	2022-07-08		56.0	Munster	Personal	True	False	2.0	2.0	5.0	2.0	5.0		5.0	5.0	4.0	True
215734	2021-07-25	Female	63.0	Connacht	Personal	True	True	2.0	1.0	1.0		1.0	5.0	5.0			True
233258	2021-05-20	Male	23.0	Leinster	Personal	True	True	1.0	1.0	3.0	2.0	3.0	3.0	5.0	4.0	3.0	False
332789	2022-01-18	m	59.0	Leinster	Personal	True	True	3.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	False
17399	2022-09-24	Female	68.0	Connacht	Personal	False	True	3.0	3.0	3.0	2.0	2.0	3.0	1.0	4.0	2.0	False
79013	2021-02-06	Male	48.0	Leinster	Business-Plus	True	False	1.0	1.0	1.0		1.0	4.0	3.0	2.0		False
128096	2022-06-15	Female	51.0	Munster	Personal	True	True	3.0	3.0	5.0	3.0	4.0	4.0	4.0	4.0		False
315607	2021-10-14	Female	63.0	Munster	Personal	True	True	2.0	4.0	4.0	2.0	3.0	4.0	4.0	2.0	3.0	False
327654	2022-11-09	Not specified	42.0	Ulster	Business	True	False	3.0	2.0	2.0	4.0	1.0	2.0	3.0	1.0	2.0	False
50407	2021-04-30	Female	54.0	Munster	Personal	True	False	4.0	4.0	4.0	4.0	2.0	3.0	3.0	5.0		True
44896	2021-09-24	f	92.0	Leinster	Business	True	False	2.0	2.0	3.0	3.0	1.0		2.0	2.0	3.0	False
218931	2022-06-02	Male	24.0	Leinster	Personal	True	False	2.0	4.0	4.0	2.0	2.0	3.0	3.0	4.0	2.0	True
80854	2022-05-25	Female		Munster	Business	True	False	2.0	1.0	3.0	4.0	3.0	5.0	1.0	1.0		False
305914	2022-11-24	Male	34.0	Leinster	Personal	True	False	2.0	2.0	3.0	1.0	2.0	3.0	3.0	4.0	2.0	False
6246	2021-07-07	Female	28.0	Ulster	Personal	True	False	2.0	2.0	2.0	5.0	5.0	4.0	5.0	2.0	5.0	False
141616	2021-03-19	f	55.0	Connacht	Personal	True	True	1.0	1.0	1.0	2.0	3.0	1.0	3.0	3.0	3.0	False
294421	2022-10-21	Male	33.0	Leinster	Personal	True	True	2.0	1.0	2.0	1.0	2.0	5.0	4.0	3.0	2.0	False
45907	2021-05-21	m	57.0	Connacht	Personal	True	False	4.0	1.0	4.0	4.0	1.0	1.0	3.0	5.0		True
387923	2022-05-21	Male	63.0	Munster	Business	False	False	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	True
26648	2021-08-29	Male	49.0	Ulster	Business	True	False	4.0	4.0	5.0	4.0	5.0	5.0	5.0	2.0	2.0	True
112045	2021-03-30	Female	58.0	Munster	Personal	True	True	3.0	3.0	3.0	3.0	4.0	4.0	3.0	5.0	5.0	False
126887	2022-02-21	Female	39.0	Connacht	Business	True	False		4.0	4.0	4.0	4.0		1.0	3.0	1.0	False
110747	2021-12-07	Female	44.0	Connacht	Personal	True	True	2.0	1.0	2.0	4.0	5.0	3.0	2.0	4.0	5.0	False
324622	2022-12-05	Male	42.0		Business	True	False	4.0	4.0	4.0	3.0	3.0		4.0	5.0	3.0	True
271089	2021-01-11	Male	63.0		Business	False	False	5.0	1.0	4.0	4.0	4.0	4.0	3.0	4.0	1.0	True
47404	2022-03-27			Leinster	Business	False	False	4.0	4.0	3.0	5.0	5.0	5.0	3.0		4.0	True
40097	2021-11-01	Male	32.0	Leinster	Business	True	False	2.0	2.0	4.0	4.0	3.0	4.0	5.0		3.0	True
44908	2022-08-25	Female	35.0	Connacht	Business	True	False	3.0	3.0	3.0	3.0		3.0	3.0	3.0	2.0	False
375083	2022-12-22	Not specified	44.0	Munster	Personal	True	True	3.0	3.0	3.0	1.0	2.0	5.0	3.0	5.0	2.0	False
222296	2022-07-29	Not specified	51.0	Connacht	Business	True	False	2.0	2.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	True
25844	2022-11-09	Male	54.0	Leinster	Business	True	False	3.0	5.0	2.0	2.0	3.0	3.0	3.0	1.0	4.0	False
274408	2022-08-17	Not specified	50.0	Connacht	Business	False	False	3.0	3.0	4.0	5.0	3.0	4.0	4.0	2.0		True
58485	2022-05-26	Not specified	52.0	Connacht	Business	True	False	4.0	3.0	2.0	2.0	4.0	4.0	3.0	4.0	3.0	False
150989	2021-02-02	Female	63.0	Leinster	Business	False	False	1.0	4.0	5.0	4.0	1.0	3.0	5.0	5.0	5.0	True
295493	2021-12-07	Male	26.0		Personal	True	False	1.0	2.0	2.0	5.0	5.0	2.0	5.0	2.0	5.0	False
311938	2022-10-27	Male	63.0	Leinster	Business	True	True	2.0	2.0	4.0	2.0	5.0		4.0	5.0	5.0	False
377501	2022-02-07	Not specified	33.0	Connacht	Business	True	False	1.0	2.0	4.0	4.0	4.0	2.0			4.0	True
159235	2021-10-21	Male	42.0	Leinster	Business	True	False	2.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	4.0	False
372614	2021-09-20	Female	45.0	Connacht	Business	True	True	4.0	5.0	5.0	4.0	5.0	1.0	3.0		5.0	False
112582	2022-09-08	Female	34.0	Munster	Business	True	False	5.0	3.0	3.0	4.0	3.0	3.0	1.0	5.0	3.0	True
